LoadLibrary Error :126
Error :agora::rtc::NodeRtcEngine::registerPlugin, :3811, not unload plugin "bytedance"

duration : 1, tx :451408, rx :4367, txbr :0, rxbr :0, txAudioBr :0, rxAudioBr :0, users :1
duration : 939, tx :396110697, rx :11809035, txbr :3221, rxbr :10, txAudioBr :75, rxAudioBr :0, users :1

duration : 941, tx :396857899, rx :11812259, txbr :2987, rxbr :12, txAudioBr :82, rxAudioBr :0, users :1

duration : 943, tx :397697097, rx :11815520, txbr :3360, rxbr :13, txAudioBr :78, rxAudioBr :0, users :1

duration : 945, tx :398532615, rx :11818671, txbr :3338, rxbr :12, txAudioBr :77, rxAudioBr :0, users :1

duration : 947, tx :399362731, rx :11820877, txbr :3320, rxbr :8, txAudioBr :76, rxAudioBr :0, users :1

duration : 949, tx :400146330, rx :11822868, txbr :3137, rxbr :7, txAudioBr :83, rxAudioBr :0, users :1

duration : 951, tx :401048638, rx :11824859, txbr :3607, rxbr :7, txAudioBr :79, rxAudioBr :0, users :1

duration : 953, tx :401964123, rx :11828322, txbr :3661, rxbr :13, txAudioBr :81, rxAudioBr :0, users :1

duration : 955, tx :402857761, rx :11831421, txbr :3576, rxbr :12, txAudioBr :80, rxAudioBr :0, users :1

duration : 957, tx :403884930, rx :11833403, txbr :4106, rxbr :7, txAudioBr :77, rxAudioBr :0, users :1

duration : 959, tx :404931598, rx :11835584, txbr :4184, rxbr :8, txAudioBr :77, rxAudioBr :0, users :1

duration : 961, tx :405980546, rx :11838651, txbr :4191, rxbr :12, txAudioBr :79, rxAudioBr :0, users :1

duration : 963, tx :406810576, rx :11841429, txbr :3325, rxbr :11, txAudioBr :78, rxAudioBr :0, users :1

duration : 965, tx :407609924, rx :11844591, txbr :3197, rxbr :12, txAudioBr :76, rxAudioBr :0, users :1

duration : 967, tx :408646382, rx :11848209, txbr :4145, rxbr :14, txAudioBr :68, rxAudioBr :0, users :1

duration : 969, tx :409663294, rx :11851399, txbr :4069, rxbr :12, txAudioBr :76, rxAudioBr :0, users :1

duration : 971, tx :410828908, rx :11854663, txbr :4657, rxbr :13, txAudioBr :82, rxAudioBr :0, users :1

duration : 973, tx :411748462, rx :11857097, txbr :3681, rxbr :9, txAudioBr :82, rxAudioBr :0, users :1

duration : 975, tx :412499123, rx :11860235, txbr :3001, rxbr :12, txAudioBr :76, rxAudioBr :0, users :1

duration : 977, tx :413326462, rx :11863284, txbr :3307, rxbr :12, txAudioBr :78, rxAudioBr :0, users :1

duration : 979, tx :414369550, rx :11868171, txbr :4176, rxbr :19, txAudioBr :70, rxAudioBr :0, users :1

duration : 981, tx :415320679, rx :11871084, txbr :3802, rxbr :11, txAudioBr :79, rxAudioBr :0, users :1

duration : 983, tx :416246507, rx :11873060, txbr :3705, rxbr :7, txAudioBr :69, rxAudioBr :0, users :1

duration : 985, tx :417112064, rx :11875477, txbr :3457, rxbr :9, txAudioBr :75, rxAudioBr :0, users :1

duration : 987, tx :417688831, rx :11877343, txbr :2309, rxbr :7, txAudioBr :66, rxAudioBr :0, users :1

duration : 989, tx :418373780, rx :11880030, txbr :2741, rxbr :10, txAudioBr :74, rxAudioBr :0, users :1

duration : 991, tx :419210973, rx :11882484, txbr :3348, rxbr :9, txAudioBr :83, rxAudioBr :0, users :1

duration : 993, tx :420065255, rx :11884253, txbr :3413, rxbr :7, txAudioBr :78, rxAudioBr :0, users :1

duration : 995, tx :420924364, rx :11886237, txbr :3439, rxbr :7, txAudioBr :76, rxAudioBr :0, users :1

duration : 997, tx :421572661, rx :11888151, txbr :2591, rxbr :7, txAudioBr :70, rxAudioBr :0, users :1

duration : 999, tx :422301682, rx :11890390, txbr :2916, rxbr :8, txAudioBr :76, rxAudioBr :0, users :1

duration : 1001, tx :423202415, rx :11894022, txbr :3604, rxbr :14, txAudioBr :74, rxAudioBr :0, users :1

duration : 1003, tx :424119934, rx :11895936, txbr :3670, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1005, tx :425102707, rx :11897711, txbr :3931, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 1007, tx :426015979, rx :11899685, txbr :3649, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1009, tx :426848935, rx :11902231, txbr :3333, rxbr :10, txAudioBr :80, rxAudioBr :0, users :1

duration : 1011, tx :427725679, rx :11906958, txbr :3508, rxbr :18, txAudioBr :76, rxAudioBr :0, users :1

duration : 1013, tx :428777669, rx :11911354, txbr :4207, rxbr :17, txAudioBr :74, rxAudioBr :0, users :1

duration : 1015, tx :429721077, rx :11915095, txbr :3771, rxbr :14, txAudioBr :75, rxAudioBr :0, users :1

duration : 1017, tx :430634813, rx :11917083, txbr :3651, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1019, tx :431517631, rx :11919262, txbr :3536, rxbr :8, txAudioBr :79, rxAudioBr :0, users :1

duration : 1021, tx :432285930, rx :11921272, txbr :3073, rxbr :8, txAudioBr :82, rxAudioBr :0, users :1

duration : 1023, tx :433161806, rx :11924502, txbr :3503, rxbr :12, txAudioBr :72, rxAudioBr :0, users :1

duration : 1025, tx :434168900, rx :11928838, txbr :4026, rxbr :17, txAudioBr :81, rxAudioBr :0, users :1

duration : 1027, tx :435124451, rx :11931395, txbr :3824, rxbr :10, txAudioBr :80, rxAudioBr :0, users :1

duration : 1029, tx :436037171, rx :11933163, txbr :3647, rxbr :7, txAudioBr :72, rxAudioBr :0, users :1

duration : 1031, tx :436955922, rx :11935551, txbr :3678, rxbr :9, txAudioBr :68, rxAudioBr :0, users :1

duration : 1033, tx :437884789, rx :11937756, txbr :3713, rxbr :8, txAudioBr :63, rxAudioBr :0, users :1

duration : 1035, tx :438836284, rx :11942050, txbr :3805, rxbr :17, txAudioBr :66, rxAudioBr :0, users :1

duration : 1037, tx :439785074, rx :11945332, txbr :3797, rxbr :13, txAudioBr :67, rxAudioBr :0, users :1

duration : 1039, tx :440753527, rx :11949028, txbr :3871, rxbr :14, txAudioBr :66, rxAudioBr :0, users :1

duration : 1041, tx :441786675, rx :11950841, txbr :4134, rxbr :7, txAudioBr :73, rxAudioBr :0, users :1

duration : 1043, tx :442591327, rx :11953674, txbr :3213, rxbr :11, txAudioBr :70, rxAudioBr :0, users :1

duration : 1045, tx :443386948, rx :11957083, txbr :3187, rxbr :13, txAudioBr :65, rxAudioBr :0, users :1

duration : 1047, tx :444296216, rx :11960190, txbr :3635, rxbr :12, txAudioBr :68, rxAudioBr :0, users :1

duration : 1049, tx :445235528, rx :11963433, txbr :3759, rxbr :12, txAudioBr :67, rxAudioBr :0, users :1

duration : 1051, tx :446170721, rx :11965395, txbr :3738, rxbr :7, txAudioBr :76, rxAudioBr :0, users :1

duration : 1053, tx :447177483, rx :11967111, txbr :4029, rxbr :6, txAudioBr :76, rxAudioBr :0, users :1

duration : 1055, tx :448070594, rx :11969205, txbr :3572, rxbr :8, txAudioBr :80, rxAudioBr :0, users :1

duration : 1057, tx :448977302, rx :11971966, txbr :3625, rxbr :11, txAudioBr :70, rxAudioBr :0, users :1

duration : 1059, tx :450017365, rx :11976560, txbr :4162, rxbr :18, txAudioBr :79, rxAudioBr :0, users :1

duration : 1061, tx :450874371, rx :11979154, txbr :3426, rxbr :10, txAudioBr :81, rxAudioBr :0, users :1

duration : 1063, tx :451755003, rx :11982092, txbr :3522, rxbr :11, txAudioBr :80, rxAudioBr :0, users :1

duration : 1065, tx :452530851, rx :11984152, txbr :3104, rxbr :8, txAudioBr :80, rxAudioBr :0, users :1

duration : 1067, tx :453172202, rx :11986066, txbr :2564, rxbr :7, txAudioBr :74, rxAudioBr :0, users :1

duration : 1069, tx :453943050, rx :11988057, txbr :3084, rxbr :7, txAudioBr :74, rxAudioBr :0, users :1

duration : 1071, tx :454727124, rx :11989923, txbr :3134, rxbr :7, txAudioBr :75, rxAudioBr :0, users :1

duration : 1073, tx :455330444, rx :11991779, txbr :2413, rxbr :7, txAudioBr :83, rxAudioBr :0, users :1

duration : 1075, tx :455921023, rx :11993715, txbr :2363, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1077, tx :456595190, rx :11995296, txbr :2695, rxbr :6, txAudioBr :79, rxAudioBr :0, users :1

duration : 1079, tx :457217882, rx :11997337, txbr :2490, rxbr :8, txAudioBr :78, rxAudioBr :0, users :1

duration : 1081, tx :457795894, rx :11999299, txbr :2313, rxbr :7, txAudioBr :78, rxAudioBr :0, users :1

duration : 1083, tx :458354717, rx :12002609, txbr :2234, rxbr :13, txAudioBr :80, rxAudioBr :0, users :1

duration : 1085, tx :459033518, rx :12004892, txbr :2715, rxbr :9, txAudioBr :81, rxAudioBr :0, users :1

duration : 1087, tx :459730693, rx :12006806, txbr :2787, rxbr :7, txAudioBr :79, rxAudioBr :0, users :1

duration : 1089, tx :460452438, rx :12008629, txbr :2888, rxbr :7, txAudioBr :75, rxAudioBr :0, users :1

duration : 1091, tx :461167506, rx :12010543, txbr :2861, rxbr :7, txAudioBr :77, rxAudioBr :0, users :1

duration : 1093, tx :461934615, rx :12012685, txbr :3068, rxbr :8, txAudioBr :82, rxAudioBr :0, users :1

duration : 1095, tx :462661569, rx :12015316, txbr :2904, rxbr :10, txAudioBr :80, rxAudioBr :0, users :1

duration : 1097, tx :463361490, rx :12017352, txbr :2802, rxbr :8, txAudioBr :81, rxAudioBr :0, users :1

duration : 1099, tx :463934426, rx :12019520, txbr :2291, rxbr :8, txAudioBr :83, rxAudioBr :0, users :1

duration : 1101, tx :464500192, rx :12021266, txbr :2261, rxbr :6, txAudioBr :79, rxAudioBr :0, users :1

duration : 1103, tx :465208830, rx :12023750, txbr :2835, rxbr :9, txAudioBr :82, rxAudioBr :0, users :1

duration : 1105, tx :465888082, rx :12026311, txbr :2715, rxbr :10, txAudioBr :78, rxAudioBr :0, users :1

duration : 1107, tx :466566776, rx :12028289, txbr :2716, rxbr :7, txAudioBr :77, rxAudioBr :0, users :1

duration : 1109, tx :467176551, rx :12030273, txbr :2436, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1111, tx :467729780, rx :12032187, txbr :2214, rxbr :7, txAudioBr :75, rxAudioBr :0, users :1

duration : 1113, tx :468342696, rx :12033885, txbr :2452, rxbr :6, txAudioBr :64, rxAudioBr :0, users :1

duration : 1115, tx :469038793, rx :12036038, txbr :2784, rxbr :8, txAudioBr :75, rxAudioBr :0, users :1

duration : 1117, tx :469715723, rx :12038123, txbr :2707, rxbr :8, txAudioBr :82, rxAudioBr :0, users :1

duration : 1119, tx :470390996, rx :12040756, txbr :2701, rxbr :10, txAudioBr :79, rxAudioBr :0, users :1

duration : 1121, tx :471108647, rx :12042985, txbr :2870, rxbr :8, txAudioBr :80, rxAudioBr :0, users :1

duration : 1123, tx :471673912, rx :12044899, txbr :2259, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1125, tx :472306339, rx :12046674, txbr :2530, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1127, tx :473056151, rx :12048932, txbr :2997, rxbr :9, txAudioBr :83, rxAudioBr :0, users :1

duration : 1129, tx :473760938, rx :12051591, txbr :2819, rxbr :10, txAudioBr :83, rxAudioBr :0, users :1

duration : 1131, tx :474465385, rx :12054027, txbr :2817, rxbr :9, txAudioBr :76, rxAudioBr :0, users :1

duration : 1133, tx :475181798, rx :12055941, txbr :2865, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 1135, tx :475747671, rx :12057932, txbr :2264, rxbr :7, txAudioBr :78, rxAudioBr :0, users :1

duration : 1137, tx :476394532, rx :12059678, txbr :2586, rxbr :6, txAudioBr :80, rxAudioBr :0, users :1

duration : 1139, tx :477108722, rx :12061783, txbr :2858, rxbr :8, txAudioBr :74, rxAudioBr :0, users :1

duration : 1141, tx :477817168, rx :12064778, txbr :2830, rxbr :11, txAudioBr :73, rxAudioBr :0, users :1

duration : 1143, tx :478552042, rx :12067053, txbr :2940, rxbr :9, txAudioBr :72, rxAudioBr :0, users :1

duration : 1145, tx :479109918, rx :12069275, txbr :2231, rxbr :8, txAudioBr :72, rxAudioBr :0, users :1

duration : 1147, tx :479663228, rx :12071189, txbr :2214, rxbr :7, txAudioBr :83, rxAudioBr :0, users :1

duration : 1149, tx :480349124, rx :12072887, txbr :2742, rxbr :6, txAudioBr :80, rxAudioBr :0, users :1

duration : 1151, tx :481080035, rx :12075783, txbr :2923, rxbr :11, txAudioBr :82, rxAudioBr :0, users :1

duration : 1153, tx :481796169, rx :12078289, txbr :2865, rxbr :10, txAudioBr :79, rxAudioBr :0, users :1

duration : 1155, tx :482449124, rx :12080928, txbr :2610, rxbr :10, txAudioBr :74, rxAudioBr :0, users :1

duration : 1157, tx :483068358, rx :12082842, txbr :2476, rxbr :7, txAudioBr :70, rxAudioBr :0, users :1

duration : 1159, tx :483767279, rx :12084756, txbr :2795, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1161, tx :484538977, rx :12086579, txbr :3086, rxbr :7, txAudioBr :83, rxAudioBr :0, users :1

duration : 1163, tx :485330183, rx :12088721, txbr :3164, rxbr :8, txAudioBr :82, rxAudioBr :0, users :1

duration : 1165, tx :486112567, rx :12090940, txbr :3129, rxbr :8, txAudioBr :81, rxAudioBr :0, users :1

duration : 1167, tx :486825064, rx :12092928, txbr :2851, rxbr :7, txAudioBr :76, rxAudioBr :0, users :1

duration : 1169, tx :487378334, rx :12094890, txbr :2211, rxbr :7, txAudioBr :79, rxAudioBr :0, users :1

duration : 1171, tx :488046922, rx :12096881, txbr :2675, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1173, tx :488769669, rx :12098579, txbr :2889, rxbr :6, txAudioBr :72, rxAudioBr :0, users :1

duration : 1175, tx :489548355, rx :12101833, txbr :3114, rxbr :13, txAudioBr :65, rxAudioBr :0, users :1

duration : 1177, tx :490317808, rx :12104374, txbr :3079, rxbr :10, txAudioBr :65, rxAudioBr :0, users :1

duration : 1179, tx :490970669, rx :12106603, txbr :2612, rxbr :8, txAudioBr :82, rxAudioBr :0, users :1

duration : 1181, tx :491525611, rx :12108594, txbr :2217, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1183, tx :492139439, rx :12110508, txbr :2455, rxbr :7, txAudioBr :76, rxAudioBr :0, users :1

duration : 1185, tx :492867916, rx :12112331, txbr :2913, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1187, tx :493662768, rx :12115093, txbr :3177, rxbr :11, txAudioBr :79, rxAudioBr :0, users :1

duration : 1189, tx :494457846, rx :12117007, txbr :3183, rxbr :7, txAudioBr :83, rxAudioBr :0, users :1

duration : 1191, tx :495239161, rx :12118950, txbr :3125, rxbr :7, txAudioBr :78, rxAudioBr :0, users :1

duration : 1193, tx :495999886, rx :12120864, txbr :3041, rxbr :7, txAudioBr :75, rxAudioBr :0, users :1

duration : 1195, tx :496714363, rx :12122855, txbr :2857, rxbr :7, txAudioBr :84, rxAudioBr :0, users :1

duration : 1197, tx :497467955, rx :12125074, txbr :3015, rxbr :8, txAudioBr :74, rxAudioBr :0, users :1

duration : 1199, tx :498213314, rx :12127169, txbr :2979, rxbr :8, txAudioBr :78, rxAudioBr :0, users :1

duration : 1201, tx :498957238, rx :12129401, txbr :2977, rxbr :8, txAudioBr :81, rxAudioBr :0, users :1

duration : 1203, tx :499515098, rx :12131267, txbr :2231, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1205, tx :500084314, rx :12133097, txbr :2276, rxbr :7, txAudioBr :67, rxAudioBr :0, users :1

duration : 1207, tx :500731108, rx :12135289, txbr :2587, rxbr :8, txAudioBr :69, rxAudioBr :0, users :1

duration : 1209, tx :501420343, rx :12136877, txbr :2755, rxbr :6, txAudioBr :81, rxAudioBr :0, users :1

duration : 1211, tx :502114579, rx :12138758, txbr :2776, rxbr :7, txAudioBr :78, rxAudioBr :0, users :1

duration : 1213, tx :502750257, rx :12140672, txbr :2542, rxbr :7, txAudioBr :73, rxAudioBr :0, users :1

duration : 1215, tx :503340075, rx :12142608, txbr :2359, rxbr :7, txAudioBr :74, rxAudioBr :0, users :1

duration : 1217, tx :503994439, rx :12144522, txbr :2617, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1219, tx :504638114, rx :12147635, txbr :2574, rxbr :12, txAudioBr :74, rxAudioBr :0, users :1

duration : 1221, tx :505282430, rx :12149513, txbr :2577, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 1223, tx :506057119, rx :12151475, txbr :3100, rxbr :7, txAudioBr :72, rxAudioBr :0, users :1

duration : 1225, tx :506842011, rx :12153466, txbr :3139, rxbr :7, txAudioBr :66, rxAudioBr :0, users :1

duration : 1227, tx :507546475, rx :12155344, txbr :2816, rxbr :7, txAudioBr :83, rxAudioBr :0, users :1

duration : 1229, tx :508183312, rx :12157591, txbr :2547, rxbr :8, txAudioBr :79, rxAudioBr :0, users :1

duration : 1231, tx :508766969, rx :12159867, txbr :2335, rxbr :9, txAudioBr :72, rxAudioBr :0, users :1

duration : 1233, tx :509398142, rx :12161620, txbr :2525, rxbr :7, txAudioBr :75, rxAudioBr :0, users :1

duration : 1235, tx :510149097, rx :12163611, txbr :3000, rxbr :7, txAudioBr :79, rxAudioBr :0, users :1

duration : 1237, tx :510895847, rx :12165470, txbr :2987, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1239, tx :511651631, rx :12167849, txbr :3026, rxbr :9, txAudioBr :78, rxAudioBr :0, users :1

duration : 1241, tx :512222573, rx :12169897, txbr :2281, rxbr :8, txAudioBr :76, rxAudioBr :0, users :1

duration : 1243, tx :512873508, rx :12171925, txbr :2603, rxbr :8, txAudioBr :78, rxAudioBr :0, users :1

duration : 1245, tx :513655127, rx :12173755, txbr :3126, rxbr :7, txAudioBr :79, rxAudioBr :0, users :1

duration : 1247, tx :514405306, rx :12175669, txbr :3002, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1249, tx :515121094, rx :12177528, txbr :2861, rxbr :7, txAudioBr :79, rxAudioBr :0, users :1

duration : 1251, tx :515765669, rx :12179642, txbr :2578, rxbr :8, txAudioBr :78, rxAudioBr :0, users :1

duration : 1253, tx :516350821, rx :12182026, txbr :2339, rxbr :9, txAudioBr :83, rxAudioBr :0, users :1

duration : 1255, tx :517012878, rx :12184357, txbr :2649, rxbr :9, txAudioBr :80, rxAudioBr :0, users :1

duration : 1257, tx :517792508, rx :12186000, txbr :3121, rxbr :6, txAudioBr :78, rxAudioBr :0, users :1

duration : 1259, tx :518565504, rx :12187969, txbr :3090, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1261, tx :519279589, rx :12190020, txbr :2854, rxbr :8, txAudioBr :76, rxAudioBr :0, users :1

duration : 1263, tx :519825874, rx :12192456, txbr :2185, rxbr :9, txAudioBr :77, rxAudioBr :0, users :1

duration : 1265, tx :520403010, rx :12194846, txbr :2308, rxbr :9, txAudioBr :81, rxAudioBr :0, users :1

duration : 1267, tx :521112702, rx :12196929, txbr :2840, rxbr :8, txAudioBr :77, rxAudioBr :0, users :1

duration : 1269, tx :521776956, rx :12198675, txbr :2654, rxbr :6, txAudioBr :80, rxAudioBr :0, users :1

duration : 1271, tx :522446560, rx :12200666, txbr :2681, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1273, tx :523115176, rx :12202525, txbr :2674, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1275, tx :523650873, rx :12204920, txbr :2142, rxbr :9, txAudioBr :78, rxAudioBr :0, users :1

duration : 1277, tx :524299869, rx :12207119, txbr :2594, rxbr :8, txAudioBr :81, rxAudioBr :0, users :1

duration : 1279, tx :524985816, rx :12209373, txbr :2745, rxbr :9, txAudioBr :79, rxAudioBr :0, users :1

duration : 1281, tx :525675933, rx :12211148, txbr :2760, rxbr :7, txAudioBr :76, rxAudioBr :0, users :1

duration : 1283, tx :526367025, rx :12213007, txbr :2764, rxbr :7, txAudioBr :77, rxAudioBr :0, users :1

duration : 1285, tx :527139884, rx :12215342, txbr :3091, rxbr :9, txAudioBr :76, rxAudioBr :0, users :1

duration : 1287, tx :527755111, rx :12218159, txbr :2460, rxbr :11, txAudioBr :72, rxAudioBr :0, users :1

duration : 1289, tx :528376262, rx :12220358, txbr :2484, rxbr :8, txAudioBr :78, rxAudioBr :0, users :1

duration : 1291, tx :529112371, rx :12222404, txbr :2944, rxbr :8, txAudioBr :81, rxAudioBr :0, users :1

duration : 1293, tx :529879070, rx :12224102, txbr :3066, rxbr :6, txAudioBr :82, rxAudioBr :0, users :1

duration : 1295, tx :530613817, rx :12226086, txbr :2938, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1297, tx :531345856, rx :12228409, txbr :2926, rxbr :9, txAudioBr :77, rxAudioBr :0, users :1

duration : 1299, tx :531937256, rx :12230446, txbr :2365, rxbr :8, txAudioBr :75, rxAudioBr :0, users :1

duration : 1301, tx :532559242, rx :12232606, txbr :2487, rxbr :8, txAudioBr :80, rxAudioBr :0, users :1

duration : 1303, tx :533254091, rx :12234520, txbr :2780, rxbr :7, txAudioBr :84, rxAudioBr :0, users :1

duration : 1305, tx :534026877, rx :12236295, txbr :3089, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1307, tx :534796704, rx :12238221, txbr :3080, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1309, tx :535502307, rx :12240192, txbr :2822, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 1311, tx :536151915, rx :12242135, txbr :2599, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1313, tx :536801586, rx :12244106, txbr :2597, rxbr :7, txAudioBr :83, rxAudioBr :0, users :1

duration : 1315, tx :537578936, rx :12246152, txbr :3107, rxbr :8, txAudioBr :77, rxAudioBr :0, users :1

duration : 1317, tx :538326921, rx :12247850, txbr :2993, rxbr :6, txAudioBr :79, rxAudioBr :0, users :1

duration : 1319, tx :539069279, rx :12249709, txbr :2969, rxbr :7, txAudioBr :83, rxAudioBr :0, users :1

duration : 1321, tx :539706642, rx :12251748, txbr :2549, rxbr :8, txAudioBr :80, rxAudioBr :0, users :1

duration : 1323, tx :540335914, rx :12253671, txbr :2517, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 1325, tx :541043622, rx :12255717, txbr :2830, rxbr :8, txAudioBr :79, rxAudioBr :0, users :1

duration : 1327, tx :541801285, rx :12257631, txbr :3029, rxbr :7, txAudioBr :79, rxAudioBr :0, users :1

duration : 1329, tx :542519382, rx :12259274, txbr :2872, rxbr :6, txAudioBr :71, rxAudioBr :0, users :1

duration : 1331, tx :543400780, rx :12261389, txbr :3525, rxbr :8, txAudioBr :79, rxAudioBr :0, users :1

duration : 1333, tx :544031655, rx :12263474, txbr :2524, rxbr :8, txAudioBr :77, rxAudioBr :0, users :1

duration : 1335, tx :544695510, rx :12265693, txbr :2654, rxbr :8, txAudioBr :78, rxAudioBr :0, users :1

duration : 1337, tx :545377083, rx :12267659, txbr :2727, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1339, tx :546103071, rx :12269518, txbr :2903, rxbr :7, txAudioBr :73, rxAudioBr :0, users :1

duration : 1341, tx :546762719, rx :12271183, txbr :2638, rxbr :6, txAudioBr :77, rxAudioBr :0, users :1

duration : 1343, tx :547306157, rx :12273145, txbr :2172, rxbr :7, txAudioBr :77, rxAudioBr :0, users :1

duration : 1345, tx :547829978, rx :12275193, txbr :2096, rxbr :8, txAudioBr :75, rxAudioBr :0, users :1

duration : 1347, tx :548314832, rx :12277276, txbr :1938, rxbr :8, txAudioBr :68, rxAudioBr :0, users :1

duration : 1349, tx :548814122, rx :12279238, txbr :1997, rxbr :7, txAudioBr :75, rxAudioBr :0, users :1

duration : 1351, tx :549319100, rx :12281284, txbr :2019, rxbr :8, txAudioBr :83, rxAudioBr :0, users :1

duration : 1353, tx :549796657, rx :12283030, txbr :1910, rxbr :6, txAudioBr :81, rxAudioBr :0, users :1

duration : 1355, tx :550275442, rx :12285021, txbr :1914, rxbr :7, txAudioBr :81, rxAudioBr :0, users :1

duration : 1357, tx :550853396, rx :12286935, txbr :2312, rxbr :7, txAudioBr :77, rxAudioBr :0, users :1

duration : 1359, tx :551360540, rx :12288899, txbr :2029, rxbr :7, txAudioBr :78, rxAudioBr :0, users :1

duration : 1361, tx :551858909, rx :12290890, txbr :1993, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 1363, tx :552353880, rx :12292909, txbr :1979, rxbr :8, txAudioBr :77, rxAudioBr :0, users :1

duration : 1365, tx :552865870, rx :12294684, txbr :2046, rxbr :7, txAudioBr :72, rxAudioBr :0, users :1

duration : 1367, tx :553453622, rx :12296646, txbr :2352, rxbr :7, txAudioBr :78, rxAudioBr :0, users :1

duration : 1369, tx :554023634, rx :12298562, txbr :2278, rxbr :7, txAudioBr :79, rxAudioBr :0, users :1

duration : 1371, tx :554603567, rx :12300975, txbr :2318, rxbr :9, txAudioBr :75, rxAudioBr :0, users :1

duration : 1373, tx :555101317, rx :12302937, txbr :1992, rxbr :7, txAudioBr :75, rxAudioBr :0, users :1

duration : 1375, tx :555628856, rx :12304983, txbr :2110, rxbr :8, txAudioBr :75, rxAudioBr :0, users :1

duration : 1377, tx :556162097, rx :12306681, txbr :2131, rxbr :6, txAudioBr :78, rxAudioBr :0, users :1

duration : 1379, tx :556715208, rx :12308643, txbr :2212, rxbr :7, txAudioBr :74, rxAudioBr :0, users :1

duration : 1381, tx :557285302, rx :12310787, txbr :2280, rxbr :8, txAudioBr :69, rxAudioBr :0, users :1

duration : 1383, tx :557891448, rx :12312763, txbr :2420, rxbr :7, txAudioBr :80, rxAudioBr :0, users :1

duration : 1385, tx :558491154, rx :12314809, txbr :2403, rxbr :8, txAudioBr :79, rxAudioBr :0, users :1

duration : 1387, tx :559075143, rx :12316723, txbr :2335, rxbr :7, txAudioBr :64, rxAudioBr :0, users :1

duration : 1389, tx :559659934, rx :12318421, txbr :2339, rxbr :6, txAudioBr :79, rxAudioBr :0, users :1

duration : 1391, tx :560245445, rx :12320412, txbr :2340, rxbr :7, txAudioBr :79, rxAudioBr :0, users :1

duration : 1393, tx :560788580, rx :12322429, txbr :2172, rxbr :8, txAudioBr :77, rxAudioBr :0, users :1

duration : 1395, tx :561324658, rx :12324427, txbr :2146, rxbr :8, txAudioBr :77, rxAudioBr :0, users :1

duration : 1397, tx :561858522, rx :12326396, txbr :2133, rxbr :7, txAudioBr :82, rxAudioBr :0, users :1

duration : 1399, tx :562371957, rx :12328310, txbr :2053, rxbr :7, txAudioBr :66, rxAudioBr :0, users :1

duration : 1401, tx :562913347, rx :12330085, txbr :2165, rxbr :7, txAudioBr :77, rxAudioBr :0, users :1

duration : 1403, tx :563500267, rx :12331999, txbr :2348, rxbr :7, txAudioBr :76, rxAudioBr :0, users :1

duration : 1405, tx :564051207, rx :12334093, txbr :2202, rxbr :8, txAudioBr :80, rxAudioBr :0, users :1

duration : 1407, tx :564569761, rx :12336007, txbr :2073, rxbr :7, txAudioBr :77, rxAudioBr :0, users :1

