LoadLibrary Error :126
Error :agora::rtc::NodeRtcEngine::registerPlugin, :3811, not unload plugin "bytedance"

duration : 1, tx :451408, rx :4367, txbr :0, rxbr :0, txAudioBr :0, rxAudioBr :0, users :1
duration : 2351, tx :841197720, rx :13256177, txbr :680, rxbr :4, txAudioBr :71, rxAudioBr :0, users :1

duration : 2353, tx :841371834, rx :13257453, txbr :696, rxbr :5, txAudioBr :74, rxAudioBr :0, users :1

duration : 2355, tx :841543159, rx :13258436, txbr :685, rxbr :3, txAudioBr :72, rxAudioBr :0, users :1

duration : 2357, tx :841708996, rx :13259657, txbr :664, rxbr :4, txAudioBr :76, rxAudioBr :0, users :1

duration : 2359, tx :841881244, rx :13260856, txbr :688, rxbr :4, txAudioBr :75, rxAudioBr :0, users :1

duration : 2361, tx :842051618, rx :13262055, txbr :681, rxbr :4, txAudioBr :72, rxAudioBr :0, users :1

duration : 2363, tx :842216483, rx :13263276, txbr :658, rxbr :4, txAudioBr :75, rxAudioBr :0, users :1

duration : 2365, tx :842380890, rx :13264475, txbr :657, rxbr :4, txAudioBr :72, rxAudioBr :0, users :1

duration : 2367, tx :842547168, rx :13265585, txbr :664, rxbr :4, txAudioBr :75, rxAudioBr :0, users :1

duration : 2369, tx :842707917, rx :13266729, txbr :642, rxbr :4, txAudioBr :73, rxAudioBr :0, users :1

duration : 2371, tx :842878622, rx :13267928, txbr :683, rxbr :4, txAudioBr :80, rxAudioBr :0, users :1

duration : 2373, tx :843050131, rx :13269156, txbr :686, rxbr :4, txAudioBr :80, rxAudioBr :0, users :1

duration : 2375, tx :843217646, rx :13270300, txbr :669, rxbr :4, txAudioBr :76, rxAudioBr :0, users :1

duration : 2377, tx :843383173, rx :13271576, txbr :662, rxbr :5, txAudioBr :74, rxAudioBr :0, users :1

duration : 2379, tx :843554519, rx :13272672, txbr :685, rxbr :4, txAudioBr :76, rxAudioBr :0, users :1

duration : 2381, tx :843713033, rx :13273816, txbr :634, rxbr :4, txAudioBr :78, rxAudioBr :0, users :1

duration : 2383, tx :843882777, rx :13275092, txbr :679, rxbr :5, txAudioBr :78, rxAudioBr :0, users :1

duration : 2385, tx :844050124, rx :13276243, txbr :669, rxbr :4, txAudioBr :73, rxAudioBr :0, users :1

duration : 2387, tx :844213332, rx :13277577, txbr :653, rxbr :5, txAudioBr :70, rxAudioBr :0, users :1

duration : 2389, tx :844379240, rx :13278776, txbr :663, rxbr :4, txAudioBr :75, rxAudioBr :0, users :1

duration : 2391, tx :844545142, rx :13279759, txbr :663, rxbr :3, txAudioBr :68, rxAudioBr :0, users :1

duration : 2393, tx :844709216, rx :13281078, txbr :655, rxbr :5, txAudioBr :81, rxAudioBr :0, users :1

duration : 2395, tx :844886563, rx :13282342, txbr :710, rxbr :5, txAudioBr :77, rxAudioBr :0, users :1

duration : 2397, tx :845052615, rx :13283618, txbr :663, rxbr :5, txAudioBr :73, rxAudioBr :0, users :1

duration : 2399, tx :845210157, rx :13284762, txbr :630, rxbr :4, txAudioBr :72, rxAudioBr :0, users :1

duration : 2401, tx :845372058, rx :13286064, txbr :647, rxbr :5, txAudioBr :73, rxAudioBr :0, users :1

duration : 2403, tx :845531918, rx :13287124, txbr :640, rxbr :4, txAudioBr :70, rxAudioBr :0, users :1

duration : 2405, tx :845691676, rx :13288491, txbr :638, rxbr :5, txAudioBr :75, rxAudioBr :0, users :1

duration : 2407, tx :845849415, rx :13289767, txbr :631, rxbr :5, txAudioBr :72, rxAudioBr :0, users :1

duration : 2409, tx :846008897, rx :13290918, txbr :637, rxbr :4, txAudioBr :72, rxAudioBr :0, users :1

duration : 2411, tx :846162585, rx :13292062, txbr :614, rxbr :4, txAudioBr :65, rxAudioBr :0, users :1

duration : 2413, tx :846332702, rx :13293451, txbr :680, rxbr :5, txAudioBr :74, rxAudioBr :0, users :1

duration : 2415, tx :846487648, rx :13294434, txbr :619, rxbr :3, txAudioBr :71, rxAudioBr :0, users :1

duration : 2417, tx :846653560, rx :13295655, txbr :663, rxbr :4, txAudioBr :69, rxAudioBr :0, users :1

duration : 2419, tx :846818317, rx :13296758, txbr :659, rxbr :4, txAudioBr :65, rxAudioBr :0, users :1

duration : 2421, tx :846980651, rx :13297902, txbr :649, rxbr :4, txAudioBr :64, rxAudioBr :0, users :1

duration : 2423, tx :847146707, rx :13299237, txbr :663, rxbr :5, txAudioBr :75, rxAudioBr :0, users :1

duration : 2425, tx :847317398, rx :13300580, txbr :683, rxbr :5, txAudioBr :76, rxAudioBr :0, users :1

duration : 2427, tx :847493343, rx :13301696, txbr :704, rxbr :4, txAudioBr :81, rxAudioBr :0, users :1

duration : 2429, tx :847650903, rx :13302895, txbr :629, rxbr :4, txAudioBr :74, rxAudioBr :0, users :1

duration : 2431, tx :847819667, rx :13304207, txbr :675, rxbr :5, txAudioBr :73, rxAudioBr :0, users :1

duration : 2433, tx :847981925, rx :13305380, txbr :648, rxbr :4, txAudioBr :74, rxAudioBr :0, users :1

duration : 2435, tx :848153011, rx :13306640, txbr :684, rxbr :5, txAudioBr :75, rxAudioBr :0, users :1

duration : 2437, tx :848318741, rx :13307964, txbr :662, rxbr :5, txAudioBr :82, rxAudioBr :0, users :1

duration : 2439, tx :848480750, rx :13308892, txbr :648, rxbr :3, txAudioBr :66, rxAudioBr :0, users :1

duration : 2441, tx :848637560, rx :13310091, txbr :627, rxbr :4, txAudioBr :70, rxAudioBr :0, users :1

duration : 2443, tx :848803378, rx :13311367, txbr :663, rxbr :5, txAudioBr :66, rxAudioBr :0, users :1

duration : 2445, tx :848970962, rx :13312570, txbr :670, rxbr :4, txAudioBr :71, rxAudioBr :0, users :1

duration : 2447, tx :849142002, rx :13313846, txbr :683, rxbr :5, txAudioBr :71, rxAudioBr :0, users :1

duration : 2449, tx :849308011, rx :13315045, txbr :664, rxbr :4, txAudioBr :66, rxAudioBr :0, users :1

duration : 2451, tx :849473701, rx :13315973, txbr :663, rxbr :3, txAudioBr :69, rxAudioBr :0, users :1

duration : 2453, tx :849632527, rx :13317249, txbr :634, rxbr :5, txAudioBr :65, rxAudioBr :0, users :1

duration : 2455, tx :849796633, rx :13318564, txbr :656, rxbr :5, txAudioBr :64, rxAudioBr :0, users :1

duration : 2457, tx :849957412, rx :13319737, txbr :643, rxbr :4, txAudioBr :71, rxAudioBr :0, users :1

duration : 2459, tx :850114145, rx :13320936, txbr :626, rxbr :4, txAudioBr :75, rxAudioBr :0, users :1

duration : 2461, tx :850275264, rx :13322015, txbr :644, rxbr :4, txAudioBr :69, rxAudioBr :0, users :1

duration : 2463, tx :850434792, rx :13323188, txbr :637, rxbr :4, txAudioBr :73, rxAudioBr :0, users :1

duration : 2465, tx :850601302, rx :13324387, txbr :666, rxbr :4, txAudioBr :80, rxAudioBr :0, users :1

duration : 2467, tx :850763454, rx :13325783, txbr :648, rxbr :5, txAudioBr :70, rxAudioBr :0, users :1

duration : 2469, tx :850929782, rx :13326927, txbr :665, rxbr :4, txAudioBr :76, rxAudioBr :0, users :1

duration : 2471, tx :851103097, rx :13328246, txbr :692, rxbr :5, txAudioBr :77, rxAudioBr :0, users :1

duration : 2473, tx :851268258, rx :13329354, txbr :661, rxbr :4, txAudioBr :82, rxAudioBr :0, users :1

duration : 2475, tx :851431272, rx :13330450, txbr :652, rxbr :4, txAudioBr :72, rxAudioBr :0, users :1

duration : 2477, tx :851584202, rx :13331726, txbr :611, rxbr :5, txAudioBr :77, rxAudioBr :0, users :1

duration : 2479, tx :851744026, rx :13332925, txbr :639, rxbr :4, txAudioBr :75, rxAudioBr :0, users :1

duration : 2481, tx :851902323, rx :13334021, txbr :632, rxbr :4, txAudioBr :75, rxAudioBr :0, users :1

duration : 2483, tx :852054742, rx :13335297, txbr :609, rxbr :5, txAudioBr :66, rxAudioBr :0, users :1

duration : 2485, tx :852218853, rx :13336328, txbr :656, rxbr :4, txAudioBr :74, rxAudioBr :0, users :1

duration : 2487, tx :852388521, rx :13337566, txbr :678, rxbr :4, txAudioBr :79, rxAudioBr :0, users :1

duration : 2489, tx :852551758, rx :13338813, txbr :653, rxbr :4, txAudioBr :76, rxAudioBr :0, users :1

duration : 2491, tx :852715702, rx :13340012, txbr :655, rxbr :4, txAudioBr :72, rxAudioBr :0, users :1

duration : 2493, tx :852880149, rx :13341233, txbr :657, rxbr :4, txAudioBr :79, rxAudioBr :0, users :1

duration : 2495, tx :853033619, rx :13342432, txbr :613, rxbr :4, txAudioBr :78, rxAudioBr :0, users :1

duration : 2497, tx :853192754, rx :13343540, txbr :636, rxbr :4, txAudioBr :75, rxAudioBr :0, users :1

duration : 2499, tx :853347473, rx :13344684, txbr :618, rxbr :4, txAudioBr :63, rxAudioBr :0, users :1

duration : 2501, tx :853514804, rx :13345883, txbr :670, rxbr :4, txAudioBr :72, rxAudioBr :0, users :1

duration : 2503, tx :853681247, rx :13347159, txbr :665, rxbr :5, txAudioBr :75, rxAudioBr :0, users :1

duration : 2505, tx :853840847, rx :13348255, txbr :638, rxbr :4, txAudioBr :73, rxAudioBr :0, users :1

duration : 2507, tx :854010359, rx :13349579, txbr :677, rxbr :5, txAudioBr :76, rxAudioBr :0, users :1

duration : 2509, tx :854175148, rx :13350610, txbr :659, rxbr :4, txAudioBr :82, rxAudioBr :0, users :1

duration : 2511, tx :854341979, rx :13351706, txbr :667, rxbr :4, txAudioBr :77, rxAudioBr :0, users :1

duration : 2513, tx :854505674, rx :13353030, txbr :654, rxbr :5, txAudioBr :78, rxAudioBr :0, users :1

duration : 2515, tx :854672399, rx :13354229, txbr :667, rxbr :4, txAudioBr :80, rxAudioBr :0, users :1

duration : 2517, tx :854833073, rx :13355402, txbr :642, rxbr :4, txAudioBr :77, rxAudioBr :0, users :1

duration : 2519, tx :854994965, rx :13356601, txbr :647, rxbr :4, txAudioBr :79, rxAudioBr :0, users :1

duration : 2521, tx :855156151, rx :13357680, txbr :644, rxbr :4, txAudioBr :76, rxAudioBr :0, users :1

duration : 2523, tx :855312919, rx :13358853, txbr :627, rxbr :4, txAudioBr :73, rxAudioBr :0, users :1

duration : 2525, tx :855466940, rx :13360052, txbr :616, rxbr :4, txAudioBr :76, rxAudioBr :0, users :1

duration : 2527, tx :855630114, rx :13361316, txbr :653, rxbr :5, txAudioBr :71, rxAudioBr :0, users :1

duration : 2529, tx :855782298, rx :13362585, txbr :608, rxbr :5, txAudioBr :71, rxAudioBr :0, users :1

duration : 2531, tx :855945866, rx :13363784, txbr :654, rxbr :4, txAudioBr :75, rxAudioBr :0, users :1

duration : 2533, tx :856107315, rx :13364892, txbr :645, rxbr :4, txAudioBr :76, rxAudioBr :0, users :1

duration : 2535, tx :856265146, rx :13366036, txbr :631, rxbr :4, txAudioBr :79, rxAudioBr :0, users :1

duration : 2537, tx :856434654, rx :13367235, txbr :677, rxbr :4, txAudioBr :77, rxAudioBr :0, users :1

duration : 2539, tx :856603312, rx :13368511, txbr :674, rxbr :5, txAudioBr :72, rxAudioBr :0, users :1

duration : 2541, tx :856760000, rx :13369607, txbr :626, rxbr :4, txAudioBr :61, rxAudioBr :0, users :1

duration : 2543, tx :856921496, rx :13370931, txbr :645, rxbr :5, txAudioBr :66, rxAudioBr :0, users :1

duration : 2545, tx :857085041, rx :13371962, txbr :653, rxbr :4, txAudioBr :81, rxAudioBr :0, users :1

duration : 2547, tx :857242536, rx :13373058, txbr :629, rxbr :4, txAudioBr :70, rxAudioBr :0, users :1

duration : 2549, tx :857393979, rx :13374382, txbr :606, rxbr :5, txAudioBr :73, rxAudioBr :0, users :1

duration : 2551, tx :857555420, rx :13375581, txbr :645, rxbr :4, txAudioBr :76, rxAudioBr :0, users :1

duration : 2553, tx :857720444, rx :13376815, txbr :660, rxbr :4, txAudioBr :73, rxAudioBr :0, users :1

duration : 2555, tx :857879130, rx :13378062, txbr :634, rxbr :4, txAudioBr :69, rxAudioBr :0, users :1

duration : 2557, tx :858046792, rx :13379152, txbr :670, rxbr :4, txAudioBr :67, rxAudioBr :0, users :1

duration : 2559, tx :858209788, rx :13380325, txbr :651, rxbr :4, txAudioBr :76, rxAudioBr :0, users :1

duration : 2561, tx :858377055, rx :13381524, txbr :668, rxbr :4, txAudioBr :78, rxAudioBr :0, users :1

duration : 2563, tx :858552414, rx :13383018, txbr :701, rxbr :5, txAudioBr :82, rxAudioBr :0, users :1

duration : 2565, tx :858709650, rx :13384114, txbr :628, rxbr :4, txAudioBr :66, rxAudioBr :0, users :1

duration : 2567, tx :858873256, rx :13385313, txbr :654, rxbr :4, txAudioBr :71, rxAudioBr :0, users :1

duration : 2569, tx :859037704, rx :13386421, txbr :657, rxbr :4, txAudioBr :71, rxAudioBr :0, users :1

duration : 2571, tx :859198413, rx :13387517, txbr :642, rxbr :4, txAudioBr :79, rxAudioBr :0, users :1

duration : 2573, tx :859363572, rx :13388793, txbr :660, rxbr :5, txAudioBr :70, rxAudioBr :0, users :1

duration : 2575, tx :859531543, rx :13389992, txbr :671, rxbr :4, txAudioBr :80, rxAudioBr :0, users :1

duration : 2577, tx :859692239, rx :13391088, txbr :642, rxbr :4, txAudioBr :75, rxAudioBr :0, users :1

duration : 2579, tx :859859963, rx :13392364, txbr :670, rxbr :5, txAudioBr :81, rxAudioBr :0, users :1

duration : 2581, tx :860034750, rx :13393443, txbr :699, rxbr :4, txAudioBr :76, rxAudioBr :0, users :1

duration : 2583, tx :860200154, rx :13394616, txbr :660, rxbr :4, txAudioBr :78, rxAudioBr :0, users :1

duration : 2585, tx :860369299, rx :13395384, txbr :676, rxbr :3, txAudioBr :70, rxAudioBr :0, users :1

duration : 2587, tx :860529826, rx :13395384, txbr :642, rxbr :0, txAudioBr :75, rxAudioBr :0, users :1

duration : 2589, tx :860642023, rx :13395384, txbr :449, rxbr :0, txAudioBr :51, rxAudioBr :0, users :0

duration : 2591, tx :860644152, rx :13395384, txbr :8, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2593, tx :860645723, rx :13395384, txbr :6, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2595, tx :860647284, rx :13395384, txbr :6, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2597, tx :860650980, rx :13395384, txbr :14, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2599, tx :860652723, rx :13395384, txbr :6, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2601, tx :860657497, rx :13395384, txbr :19, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2603, tx :860660023, rx :13395384, txbr :10, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2605, tx :860662778, rx :13395384, txbr :11, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2607, tx :860668190, rx :13395384, txbr :21, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2609, tx :860669710, rx :13395384, txbr :6, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2611, tx :860676505, rx :13395384, txbr :27, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2613, tx :860680034, rx :13395384, txbr :14, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2615, tx :860681318, rx :13395384, txbr :5, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2617, tx :860689738, rx :13395384, txbr :33, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2619, tx :860690399, rx :13395384, txbr :2, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2621, tx :860699035, rx :13395384, txbr :34, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2623, tx :860702881, rx :13395384, txbr :15, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2625, tx :860703520, rx :13395384, txbr :2, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2627, tx :860712387, rx :13395384, txbr :35, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2629, tx :860713643, rx :13395384, txbr :5, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2631, tx :860721455, rx :13395384, txbr :31, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2633, tx :860725052, rx :13395384, txbr :14, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2635, tx :860725939, rx :13395384, txbr :3, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2637, tx :860734455, rx :13395384, txbr :34, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2639, tx :860735737, rx :13395384, txbr :5, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2641, tx :860746941, rx :13395384, txbr :44, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2643, tx :860750671, rx :13395384, txbr :14, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2645, tx :860751560, rx :13395384, txbr :3, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2647, tx :860763294, rx :13395384, txbr :46, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2649, tx :860764524, rx :13395384, txbr :4, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2651, tx :860775393, rx :13395384, txbr :43, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2653, tx :860779329, rx :13395384, txbr :15, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2655, tx :860780190, rx :13395384, txbr :3, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2657, tx :860789116, rx :13395384, txbr :35, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2659, tx :860789979, rx :13395384, txbr :3, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2661, tx :860798835, rx :13395384, txbr :35, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2663, tx :860803023, rx :13395384, txbr :16, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2665, tx :860803910, rx :13395384, txbr :3, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2667, tx :860812169, rx :13395384, txbr :33, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2669, tx :860813659, rx :13395384, txbr :5, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2671, tx :860822789, rx :13395384, txbr :36, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2673, tx :860826068, rx :13395384, txbr :13, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2675, tx :860827356, rx :13395384, txbr :5, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2677, tx :860836420, rx :13395384, txbr :36, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2679, tx :860837450, rx :13395384, txbr :4, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2681, tx :860846318, rx :13395384, txbr :35, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2683, tx :860850216, rx :13395384, txbr :15, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2685, tx :860851244, rx :13395384, txbr :4, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2687, tx :860860063, rx :13395384, txbr :35, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2689, tx :860861321, rx :13395384, txbr :5, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2691, tx :860869485, rx :13395384, txbr :32, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2693, tx :860873212, rx :13395384, txbr :14, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2695, tx :860874674, rx :13395384, txbr :5, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2697, tx :860883650, rx :13395384, txbr :35, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2699, tx :860884932, rx :13395384, txbr :5, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2701, tx :860896933, rx :13395384, txbr :47, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2703, tx :860900601, rx :13395384, txbr :14, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2705, tx :860901883, rx :13395384, txbr :5, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2707, tx :860913386, rx :13395384, txbr :46, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2709, tx :860914223, rx :13395384, txbr :3, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2711, tx :860925979, rx :13395384, txbr :47, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2713, tx :860929863, rx :13395384, txbr :15, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2715, tx :860931095, rx :13395384, txbr :4, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2717, tx :860940293, rx :13395384, txbr :36, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2719, tx :860941549, rx :13395384, txbr :5, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2721, tx :860950697, rx :13395384, txbr :36, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2723, tx :860954442, rx :13395384, txbr :14, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2725, tx :860955309, rx :13395384, txbr :3, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2727, tx :860964223, rx :13395384, txbr :35, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2729, tx :860965709, rx :13395384, txbr :5, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2731, tx :860974488, rx :13395384, txbr :35, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2733, tx :860978113, rx :13395384, txbr :14, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2735, tx :860979395, rx :13395384, txbr :5, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2737, tx :860989271, rx :13395384, txbr :39, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2739, tx :860990507, rx :13395384, txbr :4, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2741, tx :860999536, rx :13395384, txbr :36, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2743, tx :861002959, rx :13395384, txbr :13, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2745, tx :861003989, rx :13395384, txbr :4, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2747, tx :861013385, rx :13395384, txbr :37, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2749, tx :861014639, rx :13395384, txbr :5, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2751, tx :861023853, rx :13395384, txbr :36, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2753, tx :861027703, rx :13395384, txbr :15, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2755, tx :861028957, rx :13395384, txbr :5, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2757, tx :861037677, rx :13395384, txbr :34, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2759, tx :861038592, rx :13395384, txbr :3, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2761, tx :861049673, rx :13395384, txbr :44, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2763, tx :861053259, rx :13395384, txbr :14, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2765, tx :861054541, rx :13395384, txbr :5, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2767, tx :861066013, rx :13395384, txbr :45, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2769, tx :861066848, rx :13395384, txbr :3, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2771, tx :861078237, rx :13395384, txbr :45, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2773, tx :861082053, rx :13395384, txbr :15, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2775, tx :861083287, rx :13395384, txbr :4, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2777, tx :861091719, rx :13395384, txbr :33, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2779, tx :861092975, rx :13395384, txbr :5, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2781, tx :861101277, rx :13395384, txbr :33, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2783, tx :861104557, rx :13395384, txbr :13, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2785, tx :861105819, rx :13395384, txbr :5, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2787, tx :861114617, rx :13395384, txbr :35, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2789, tx :861116103, rx :13395384, txbr :5, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2791, tx :861125711, rx :13395384, txbr :38, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2793, tx :861128876, rx :13395384, txbr :12, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2795, tx :861129791, rx :13395384, txbr :3, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2797, tx :861139071, rx :13395384, txbr :37, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2799, tx :861140105, rx :13395384, txbr :4, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2801, tx :861148711, rx :13395384, txbr :34, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2803, tx :861152493, rx :13395384, txbr :15, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2805, tx :861153525, rx :13395384, txbr :4, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2807, tx :861162255, rx :13395384, txbr :34, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2809, tx :861163118, rx :13395384, txbr :3, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2811, tx :861171467, rx :13395384, txbr :33, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2813, tx :861175277, rx :13395384, txbr :15, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2815, tx :861176533, rx :13395384, txbr :5, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2817, tx :861185253, rx :13395384, txbr :34, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2819, tx :861185773, rx :13395384, txbr :2, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2821, tx :861197769, rx :13395384, txbr :47, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2823, tx :861201321, rx :13395384, txbr :14, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2825, tx :861202234, rx :13395384, txbr :3, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

duration : 2827, tx :861213924, rx :13395384, txbr :46, rxbr :0, txAudioBr :0, rxAudioBr :0, users :0

